1561.06057603,1,-1893.3939209,33245.046875,19582.921875,187500.0,29755.0,38428.3242188,67233.3515625,187500.0
1561.06634409,2,-2244.36108398,32797.8984375,19154.6855469,187500.0,29432.53125,38066.2070312,66895.5078125,187500.0
1561.06863763,3,-2445.52661133,32467.4726562,18868.1347656,187500.0,29256.4433594,37882.453125,66706.4140625,187500.0
1561.07150725,4,-2250.84301758,32660.6367188,19060.1816406,187500.0,29436.375,38094.1679688,66885.25,187500.0
1561.07368772,5,-1900.7253418,33157.4257812,19512.7597656,187500.0,29750.3066406,38439.2109375,67215.359375,187500.0
1561.07604422,6,-1897.57373047,33250.6328125,19570.3828125,187500.0,29741.65625,38417.4179688,67215.453125,187500.0
1561.07922786,7,-2249.52416992,32798.9726562,19139.5527344,187500.0,29412.7949219,38049.2851562,66874.875,187500.0
1561.08147197,8,-2447.02416992,32470.2011719,18857.0039062,187500.0,29237.1777344,37863.765625,66689.875,187500.0
1561.08355446,9,-2239.57763672,32684.4863281,19068.2949219,187500.0,29432.0175781,38092.3125,66889.3359375,187500.0
1561.08616664,10,-1884.74377441,33192.9648438,19528.2714844,187500.0,29752.3847656,38442.2304688,67231.7890625,187500.0
1561.08810679,11,-1892.99157715,33272.3164062,19569.4882812,187500.0,29732.2910156,38404.6796875,67223.5625,187500.0
1561.09037371,12,-2250.68652344,32816.0507812,19130.7011719,187500.0,29401.7753906,38031.0703125,66882.0078125,187500.0
1561.09289027,13,-2447.04663086,32494.8769531,18855.6640625,187500.0,29233.2207031,37851.4726562,66706.8125,187500.0
1561.09505776,14,-2248.04907227,32698.9921875,19060.3164062,187500.0,29422.875,38071.0117188,66901.40625,187500.0
1561.10115587,15,-1895.0703125,33204.2539062,19521.2988281,187500.0,29744.9199219,38422.3789062,67246.3203125,187500.0
1561.10369191,16,-1906.40258789,33277.0546875,19560.9511719,187500.0,29724.5351562,38383.4648438,67240.328125,187500.0
1561.12735044,17,-2259.22485352,32825.5273438,19130.2089844,187500.0,29400.5683594,38019.109375,66907.9609375,187500.0
1561.12943204,18,-2458.51318359,32492.7988281,18846.65625,187500.0,29222.7832031,37829.9492188,66724.8984375,187500.0
1561.13159918,19,-2257.50390625,32691.5722656,19049.8320312,187500.0,29411.7226562,38049.7539062,66918.9765625,187500.0
1561.13398302,20,-1902.71459961,33196.0078125,19510.0097656,187500.0,29735.0839844,38404.1640625,67264.2421875,187500.0
1561.13627786,21,-1909.82250977,33274.5273438,19554.2226562,187500.0,29722.4101562,38376.9179688,67264.2421875,187500.0
1561.13828145,22,-2254.32983398,32831.875,19133.0039062,187500.0,29407.8769531,38025.8828125,66943.7890625,187500.0
1561.14060962,23,-2428.67358398,32537.8359375,18883.4023438,187500.0,29260.6464844,37876.328125,66794.1875,187500.0
1561.14335857,24,-2210.9675293,32765.1308594,19105.9804688,187500.0,29464.3828125,38118.7304688,67009.4765625,187500.0
1561.14570539,25,-1854.72546387,33274.1015625,19565.578125,187500.0,29783.0507812,38469.5859375,67352.0390625,187500.0
1561.14767262,26,-1867.39880371,33346.2539062,19600.4902344,187500.0,29759.9628906,38432.3945312,67342.34375,187500.0
1561.1497234,27,-2212.55444336,32901.03125,19177.9316406,187500.0,29440.5117188,38077.1367188,67015.0703125,187500.0
1561.15176975,28,-2399.95141602,32585.0214844,18908.8164062,187500.0,29271.5097656,37901.25,66840.1875,187500.0
1561.15427172,29,-2194.5390625,32791.8867188,19111.3457031,187500.0,29456.2695312,38119.5585938,67029.0390625,187500.0
1561.15623197,30,-1855.4630127,33272.71875,19546.3320312,187500.0,29754.2851562,38442.7421875,67344.171875,187500.0
1561.15843056,31,-1872.22680664,33335.1679688,19574.0253906,187500.0,29726.9042969,38397.7929688,67323.8359375,187500.0
1561.16055102,32,-2215.70605469,32890.9960938,19151.0195312,187500.0,29408.3242188,38041.2617188,66994.015625,187500.0
1561.1879696,33,-2392.91064453,32587.3691406,18892.7675781,187500.0,29251.6601562,37876.7070312,66828.296875,187500.0
1561.18985459,34,-2171.27075195,32820.71875,19120.8222656,187500.0,29458.3476562,38120.9882812,67039.875,187500.0
1561.19195203,35,-1825.22106934,33316.5039062,19568.0136719,187500.0,29763.3808594,38456.6015625,67364.9609375,187500.0
1561.19379432,36,-1851.14916992,33371.5117188,19587.7050781,187500.0,29728.625,38403.7382812,67336.59375,187500.0
1561.19562541,37,-2198.83056641,32924.34375,19162.1503906,187500.0,29407.765625,38045.3046875,67005.921875,187500.0
1561.19743967,38,-2386.07104492,32608.7597656,18891.2695312,187500.0,29237.5566406,37866.46875,66828.3828125,187500.0
1561.19940681,39,-2178.28930664,32821.6367188,19101.5332031,187500.0,29430.1171875,38090.5,67023.0703125,187500.0
1561.2013356,40,-1827.67980957,33328.1054688,19558.3574219,187500.0,29748.9433594,38436.9765625,67360.734375,187500.0
1561.20314539,41,-1865.05187988,33369.34375,19564.9296875,187500.0,29705.0429688,38373.5195312,67324.8828125,187500.0
1561.20508236,42,-2223.4621582,32902.0585938,19125.1367188,187500.0,29372.8964844,38000.6484375,66981.453125,187500.0
1561.20693882,43,-2396.3527832,32605.7851562,18877.1660156,187500.0,29226.0898438,37846.6679688,66821.96875,187500.0
1561.208921,44,-2179.18334961,32838.9140625,19102.8730469,187500.0,29432.84375,38091.2617188,67029.0625,187500.0
1561.21091464,45,-1833.87121582,33341.1367188,19554.9824219,187500.0,29746.8417969,38435.9921875,67361.4296875,187500.0
1561.21278901,46,-1870.95275879,33380.2304688,19560.6152344,187500.0,29703.6796875,38371.5976562,67323.390625,187500.0
